city,lat,lng,country,code,population
Oslo,59.9167,10.75,Norway,NOR,835000
Honolulu,21.3293,-157.846,United States,USA,836995
Bishkek,42.8731,74.5852,Kyrgyzstan,KGZ,837000
Yancheng,33.3856,120.1253,China,CHN,839000
Yuci,37.6804,112.73,China,CHN,840000
Saratov,51.58,46.03,Russia,RUS,843000
Voronezh,51.73,39.27,Russia,RUS,844000
Bhubaneshwar,20.2704,85.8274,India,IND,844000
Nova Iguacu,-22.74,-43.47,Brazil,BRA,844583
El Paso,31.8478,-106.431,United States,USA,845059
Toulouse,43.62,1.4499,France,FRA,847000
Zunyi,27.7,106.92,China,CHN,849000
Anshun,26.2504,105.93,China,CHN,849000
Pingdingshan,33.7304,113.3,China,CHN,849000
Valparaiso,-33.0478,-71.621,Chile,CHL,854000
Zhenjiang,32.22,119.43,China,CHN,854000
Fort Worth,32.7813,-97.3466,United States,USA,854113
Padang,-0.96,100.36,Indonesia,IDN,855000
Jullundur,31.3349,75.569,India,IND,855000
Jiaozuo,35.25,113.22,China,CHN,857000
Tampico,22.3,-97.87,Mexico,MEX,859419
Kigali,-1.9536,30.0605,Rwanda,RWA,860000
Tucson,32.1558,-110.8777,United States,USA,860333
Cardiff,51.5,-3.225,United Kingdom,GBR,861400
Palermo,38.125,13.35,Italy,ITA,863000
Rizhao,35.4304,119.45,China,CHN,865000
Bandar Lampung,-5.43,105.27,Indonesia,IDN,865000
Xuanzhou,30.9525,118.7553,China,CHN,866000
Puch'on,37.4989,126.7831,"Korea, South",KOR,866000
Okayama,34.672,133.9171,Japan,JPN,866092
Aguascalientes,21.8795,-102.2904,Mexico,MEX,869000
Dandong,40.1436,124.3936,China,CHN,870000
Basra,30.5135,47.8136,Iraq,IRQ,870000
Marrakesh,31.63,-8,Morocco,MAR,872000
Kaifeng,34.85,114.35,China,CHN,872000
Yangjiang,21.8504,111.97,China,CHN,872363
Salem,11.67,78.1801,India,IND,873000
Johor Bahru,1.48,103.73,Malaysia,MYS,875000
Yichang,30.7,111.28,China,CHN,875000
Raipur,21.235,81.635,India,IND,875000
Bilbao,43.25,-2.93,Spain,ESP,875552
Callao,-12.07,-77.135,Peru,PER,876877
Novo Hamburgo,-29.7096,-51.14,Brazil,BRA,876990
Newcastle,55.0004,-1.6,United Kingdom,GBR,882000
Mombasa,-4.04,39.6899,Kenya,KEN,882000
Tongliao,43.62,122.27,China,CHN,884000
Ulaanbaatar,47.9167,106.9166,Mongolia,MNG,885000
Mexicali,32.65,-115.48,Mexico,MEX,885000
Anyang,36.08,114.35,China,CHN,887000
Cartagena,10.3997,-75.5144,Colombia,COL,887000
Mysore,12.31,76.66,India,IND,887000
Zaria,11.08,7.71,Nigeria,NGA,889000
Concepcion,-36.83,-73.05,Chile,CHL,889725
Hubli,15.36,75.125,India,IND,890000
Mendoza,-32.8833,-68.8166,Argentina,ARG,893000
Bengbu,32.95,117.33,China,CHN,894000
Tarsus,36.9204,34.88,Turkey,TUR,894318
Az Zarqa,32.07,36.1,Jordan,JOR,894691
Kathmandu,27.7167,85.3166,Nepal,NPL,895000
Tirana,41.3275,19.8189,Albania,ALB,895350
Maiduguri,11.85,13.16,Nigeria,NGA,896000
Aba,5.1004,7.35,Nigeria,NGA,897560
Yibin,28.77,104.57,China,CHN,902000
Xinxiang,35.3204,113.87,China,CHN,903000
Goyang,37.6527,126.8372,"Korea, South",KOR,903000
Naha,26.2072,127.673,Japan,JPN,905238
Teresina,-5.095,-42.78,Brazil,BRA,907000
Xinyu,27.8,114.93,China,CHN,913000
Huaibei,33.9504,116.75,China,CHN,913000
Hartford,41.7661,-72.6834,United States,USA,913587
Niamey,13.5167,2.1167,Niger,NER,915000
Bogor,-6.57,106.75,Indonesia,IDN,918000
Konya,37.875,32.475,Turkey,TUR,919000
Managua,12.153,-86.2685,Nicaragua,NIC,920000
Antwerpen,51.2204,4.415,Belgium,BEL,920000
Buffalo,42.9016,-78.8487,United States,USA,920136
Olinda,-8,-34.85,Brazil,BRA,921840
Djibouti,11.595,43.148,Djibouti,DJI,923000
Krasnoyarsk,56.014,92.866,Russia,RUS,925000
Irbil,36.179,44.0086,Iraq,IRQ,926000
Nice,43.715,7.265,France,FRA,927000
Naypyidaw,19.7666,96.1186,Burma,MMR,930000
Bridgeport,41.1909,-73.1958,United States,USA,934289
Kingston,17.9771,-76.7674,Jamaica,JAM,937700
Songnam,37.4386,127.1378,"Korea, South",KOR,942000
Foshan,23.0301,113.12,China,CHN,943000
Tegucigalpa,14.102,-87.2175,Honduras,HND,946000
Nantong,32.0304,120.825,China,CHN,947000
Oklahoma City,35.4677,-97.5138,United States,USA,948154
Bacolod,10.6317,122.9817,Philippines,PHL,949354
Hue,16.47,107.58,Vietnam,VNM,950000
General Santos,6.1108,125.1747,Philippines,PHL,950530
Ogbomosho,8.13,4.24,Nigeria,NGA,951000
Tiruchirappalli,10.81,78.69,India,IND,951000
Kozhikode,11.2504,75.77,India,IND,953000
Thiruvananthapuram,8.5,76.95,India,IND,954000
Salerno,40.6804,14.7699,Italy,ITA,954265
Kelang,3.0204,101.55,Malaysia,MYS,956000
Joao Pessoa,-7.1011,-34.8761,Brazil,BRA,956000
Jinzhou,41.1204,121.1,China,CHN,956000
Queretaro,20.63,-100.38,Mexico,MEX,961000
Pingxiang,27.62,113.85,China,CHN,961000
Xinyi,34.38,118.35,China,CHN,962656
Merida,20.9666,-89.6166,Mexico,MEX,965000
Jixi,45.3,130.97,China,CHN,965000
Qom,34.65,50.95,Iran,IRN,973000
Hamamatsu,34.7181,137.7327,Japan,JPN,977023
Gwalior,26.23,78.1801,India,IND,978000
Chandigarh,30.72,76.78,India,IND,979000
Natal,-6.9838,-60.2699,Brazil,BRA,980588
Yangquan,37.87,113.57,China,CHN,981448
Yichun,27.8333,114.4,China,CHN,982000
Guwahati,26.16,91.77,India,IND,983000
Volgograd,48.71,44.5,Russia,RUS,984000
Dahuk,36.8667,43,Iraq,IRQ,986000
Guilin,25.28,110.28,China,CHN,987000
Donetsk,48,37.83,Ukraine,UKR,988000
Joinville,-26.32,-48.8399,Brazil,BRA,988000
Jiaxing,30.7704,120.75,China,CHN,988000
Ndjamena,12.1131,15.0491,Chad,TCD,989000
Odessa,46.49,30.71,Ukraine,UKR,991000
Yinchuan,38.468,106.273,China,CHN,991000
San Luis Potosi,22.17,-101,Mexico,MEX,992000
Jodhpur,26.2918,73.0168,India,IND,995000
Ahvaz,31.28,48.72,Iran,IRN,996000
Perm,58,56.25,Russia,RUS,997000
Kitakyushu,33.8704,130.82,Japan,JPN,997536
Aden,12.7797,45.0095,Yemen,YEM,1000000
Da Nang,16.06,108.25,Vietnam,VNM,1000000
Cochabamba,-17.41,-66.17,Bolivia,BOL,1000000
Yongzhou,26.2304,111.62,China,CHN,1000000
Baoshan,25.12,99.15,China,CHN,1000000
Fez,34.0546,-5.0004,Morocco,MAR,1002000
Qinhuangdao,39.9304,119.62,China,CHN,1003000
Louisville,38.1662,-85.6488,United States,USA,1003412
Cologne,50.93,6.95,Germany,DEU,1004000
Rotterdam,51.92,4.48,Netherlands,NLD,1005000
Hims,34.73,36.72,Syria,SYR,1005000
Raleigh,35.8323,-78.6441,United States,USA,1005457
Maracay,10.2469,-67.5958,Venezuela,VEN,1007000
Bucaramanga,7.1301,-73.1259,Colombia,COL,1009000
Medina,24.5,39.58,Saudi Arabia,SAU,1010000
Haifa,32.8204,34.98,Israel,ISR,1011000
Benxi,41.3304,123.75,China,CHN,1012000
Hengyang,26.88,112.59,China,CHN,1016000
Ufa,54.79,56.04,Russia,RUS,1018000
Port Harcourt,4.81,7.01,Nigeria,NGA,1020000
Jiamusi,46.83,130.35,China,CHN,1020000
Port Elizabeth,-33.97,25.6,South Africa,ZAF,1021000
Florianopolis,-27.58,-48.52,Brazil,BRA,1023000
Zhuhai,22.2769,113.5678,China,CHN,1023000
Guatemala,14.6211,-90.527,Guatemala,GTM,1024000
New Orleans,30.0687,-89.9288,United States,USA,1024421
Jerusalem,31.7784,35.2066,Israel,ISR,1029300
Amsterdam,52.35,4.9166,Netherlands,NLD,1031000
Sao Luis,-2.516,-44.266,Brazil,BRA,1038000
Monrovia,6.3106,-10.8048,Liberia,LBR,1041000
Richmond,37.5294,-77.4755,United States,USA,1041877
Gaziantep,37.075,37.385,Turkey,TUR,1044000
Lille,50.65,3.08,France,FRA,1044000
Ranchi,23.37,85.33,India,IND,1044000
Zhangjiakou,40.83,114.93,China,CHN,1046000
Xining,36.62,101.77,China,CHN,1048000
Dnipro,48.48,35,Ukraine,UKR,1050000
Rostov,47.2346,39.7127,Russia,RUS,1052000
Sholapur,17.6704,75.9,India,IND,1057000
Edmonton,53.55,-113.5,Canada,CAN,1058000
Dublin,53.3331,-6.2489,Ireland,IRL,1059000
Zhucheng,35.99,119.3801,China,CHN,1060000
Amman,31.95,35.9333,Jordan,JOR,1060000
Ulsan,35.5467,129.317,"Korea, South",KOR,1061000
Salt Lake City,40.7774,-111.9301,United States,USA,1061156
Nashville,36.1714,-86.7844,United States,USA,1065078
Xiangfan,32.02,112.13,China,CHN,1069000
Memphis,35.1047,-89.9773,United States,USA,1069661
Vereeniging,-26.6496,27.96,South Africa,ZAF,1074000
Suwon,37.2578,127.0109,"Korea, South",KOR,1078000
Zhuzhou,27.83,113.15,China,CHN,1080000
Changwon,35.2191,128.5836,"Korea, South",KOR,1081499
Kobenhavn,55.6786,12.5635,Denmark,DNK,1085000
Dushanbe,38.56,68.7739,Tajikistan,TJK,1086244
Natal,-5.78,-35.24,Brazil,BRA,1088000
Chelyabinsk,55.155,61.4387,Russia,RUS,1091000
Jinhua,29.12,119.65,China,CHN,1092852
Bhilai,21.2167,81.4333,India,IND,1097000
Belgrade,44.8186,20.468,Serbia,SRB,1099000
Ikare,7.5304,5.76,Nigeria,NGA,1099931
Mogadishu,2.0667,45.3667,Somalia,SOM,1100000
Huambo,-12.75,15.76,Angola,AGO,1100000
Ankang,32.68,109.02,China,CHN,1100000
Tbilisi,41.725,44.7908,Georgia,GEO,1100000
Yerevan,40.1812,44.5136,Armenia,ARM,1102000
Sharjah,25.3714,55.4065,United Arab Emirates,ARE,1103027
Zigong,29.4,104.78,China,CHN,1105000
Baoding,38.8704,115.48,China,CHN,1107000
Zurich,47.38,8.55,Switzerland,CHE,1108000
Nezahualcoyotl,19.41,-99.03,Mexico,MEX,1109363
Calgary,51.083,-114.08,Canada,CAN,1110000
Aurangabad,19.8957,75.3203,India,IND,1113000
Kazan,55.7499,49.1263,Russia,RUS,1115000
Helsinki,60.1756,24.9341,Finland,FIN,1115000
Barquisimeto,10.05,-69.3,Venezuela,VEN,1116000
Can Tho,10.05,105.77,Vietnam,VNM,1121000
Cagayan de Oro,8.4508,124.6853,Philippines,PHL,1121561
Xianyang,34.3456,108.7147,China,CHN,1126000
Yulin,22.63,110.15,China,CHN,1127000
Nampo,38.7669,125.4524,"Korea, North",PRK,1127000
Newcastle,-32.8453,151.815,Australia,AUS,1134616
Omsk,54.99,73.4,Russia,RUS,1135000
Samara,53.195,50.1513,Russia,RUS,1137000
Vijayawada,16.52,80.63,India,IND,1137000
Srinagar,34.1,74.815,India,IND,1140000
Jacksonville,30.3322,-81.6749,United States,USA,1141459
Torreon,25.5701,-103.42,Mexico,MEX,1144000
Shangrao,28.4704,117.97,China,CHN,1144577
Adelaide,-34.935,138.6,Australia,AUS,1145000
Ottawa,45.4167,-75.7,Canada,CAN,1145000
Ouagadougou,12.3703,-1.5247,Burkina Faso,BFA,1149000
Leshan,29.5671,103.7333,China,CHN,1157000
Glasgow,55.8744,-4.2507,United Kingdom,GBR,1160000
Prague,50.0833,14.466,Czechia,CZE,1162000
Cilacap,-7.7188,109.0154,Indonesia,IDN,1174964
Banghazi,32.1167,20.0667,Libya,LBY,1180000
Abbottabad,34.1495,73.1995,Pakistan,PAK,1183647
Sofia,42.6833,23.3167,Bulgaria,BGR,1185000
Maceio,-9.62,-35.73,Brazil,BRA,1186000
Jining,35.4004,116.55,China,CHN,1186000
Benin City,6.3405,5.62,Nigeria,NGA,1190000
Providence,41.8229,-71.4186,United States,USA,1198789
Allahabad,25.455,81.84,India,IND,1201000
Rosario,-32.9511,-60.6663,Argentina,ARG,1203000
Warangal,18.01,79.58,India,IND,1203853
Almaty,43.325,76.915,Kazakhstan,KAZ,1209000
Vila Velha,-20.3676,-40.318,Brazil,BRA,1209091
Vila Velha,3.2167,-51.2167,Brazil,BRA,1209091
Amritsar,31.64,74.87,India,IND,1212000
Seville,37.405,-5.98,Spain,ESP,1212045
Maoming,21.9204,110.87,China,CHN,1217715
Dusseldorf,51.2204,6.78,Germany,DEU,1220000
Lupanshui,26.5944,104.8333,China,CHN,1221000
Tianshui,34.6,105.92,China,CHN,1225000
Huzhou,30.8704,120.1,China,CHN,1231000
Geneva,46.21,6.14,Switzerland,CHE,1240000
Shiraz,29.63,52.57,Iran,IRN,1240000
Mudangiang,44.575,129.59,China,CHN,1244000
Dhanbad,23.8004,86.42,India,IND,1246000
Rajkot,22.31,70.8,India,IND,1260000
Ujungpandang,-5.14,119.432,Indonesia,IDN,1262000
Stockholm,59.3508,18.0973,Sweden,SWE,1264000
Huaiyin,33.58,119.03,China,CHN,1264000
Munich,48.1299,11.575,Germany,DEU,1275000
Duisburg,51.43,6.75,Germany,DEU,1276757
Chifeng,42.27,118.95,China,CHN,1277000
Nizhny Novgorod,56.333,44.0001,Russia,RUS,1278000
Panama City,8.968,-79.533,Panama,PAN,1281000
San Jose,9.935,-84.0841,Costa Rica,CRI,1284000
Jabalpur,23.1751,79.9551,India,IND,1285000
Sheffield,53.3667,-1.5,United Kingdom,GBR,1292900
Adana,36.995,35.32,Turkey,TUR,1293000
Madurai,9.92,78.12,India,IND,1294000
Mbuji-Mayi,-6.15,23.6,Congo (Kinshasa),COD,1295000
Mandalay,21.97,96.085,Burma,MMR,1300000
Jamshedpur,22.7875,86.1975,India,IND,1300000
Peshawar,34.005,71.535,Pakistan,PAK,1303000
Yekaterinburg,56.85,60.6,Russia,RUS,1313000
Mosul,36.345,43.145,Iraq,IRQ,1316000
Changzhou,31.78,119.97,China,CHN,1327000
Lusaka,-15.4166,28.2833,Zambia,ZMB,1328000
Asansol,23.6833,86.9833,India,IND,1328000
Porto,41.15,-8.62,Portugal,PRT,1337000
Pretoria,-25.7069,28.2294,South Africa,ZAF,1338000
Heze,35.23,115.45,China,CHN,1338000
Ghaziabad,28.6604,77.4084,India,IND,1341000
Ciudad Juarez,31.6904,-106.49,Mexico,MEX,1343000
Lubumbashi,-11.68,27.48,Congo (Kinshasa),COD,1352000
Yiyang,28.6004,112.33,China,CHN,1352000
Varanasi,25.33,83,India,IND,1352000
Brazzaville,-4.2592,15.2847,Congo (Brazzaville),COG,1355000
Maanshan,31.7304,118.48,China,CHN,1366302
Milwaukee,43.064,-87.9669,United States,USA,1377104
Auckland,-36.8481,174.763,New Zealand,NZL,1377200
Dubai,25.23,55.28,United Arab Emirates,ARE,1379000
Makkah,21.43,39.82,Saudi Arabia,SAU,1385000
Novosibirsk,55.03,82.96,Russia,RUS,1389000
Faridabad,28.4333,77.3167,India,IND,1394000
Mianyang,31.47,104.77,China,CHN,1396000
Semarang,-6.9666,110.42,Indonesia,IDN,1396000
Meerut,29.0004,77.7,India,IND,1398000
Marseille,43.29,5.375,France,FRA,1400000
Davao,7.11,125.63,Philippines,PHL,1402000
The Hague,52.08,4.27,Netherlands,NLD,1406000
Tabriz,38.0863,46.3012,Iran,IRN,1413000
Kampala,0.3167,32.5833,Uganda,UGA,1420000
Lyon,45.77,4.83,France,FRA,1423000
Karaj,35.8004,50.97,Iran,IRN,1423000
Suining,30.5333,105.5333,China,CHN,1425000
San Salvador,13.71,-89.203,El Salvador,SLV,1433000
Kawasaki,35.53,139.705,Japan,JPN,1437266
Charlotte,35.208,-80.8308,United States,USA,1438351
Gwangju,35.171,126.9104,"Korea, South",KOR,1440000
Kaduna,10.52,7.44,Nigeria,NGA,1442000
Maputo,-25.9553,32.5892,Mozambique,MOZ,1446000
Kuala Lumpur,3.1667,101.7,Malaysia,MYS,1448000
Doha,25.2866,51.533,Qatar,QAT,1450000
Huainan,32.63,116.98,China,CHN,1451000
Lome,6.1319,1.2228,Togo,TGO,1452000
Cordoba,-31.4,-64.1823,Argentina,ARG,1452000
Bronx,40.8501,-73.8662,United States,USA,1455720
Hyderabad,25.38,68.375,Pakistan,PAK,1459000
Kharkiv,50,36.25,Ukraine,UKR,1461000
Quanzhou,24.9,118.58,China,CHN,1463000
Neijiang,29.5804,105.05,China,CHN,1466000
Phnom Penh,11.55,104.9166,Cambodia,KHM,1466000
Daejeon,36.3355,127.425,"Korea, South",KOR,1468000
Changde,29.03,111.68,China,CHN,1469000
Fushun,41.8654,123.87,China,CHN,1470000
Nasik,20.0004,73.78,India,IND,1473000
Virginia Beach,36.7335,-76.0435,United States,USA,1487505
Leon,21.15,-101.7,Mexico,MEX,1488000
Bursa,40.2,29.07,Turkey,TUR,1492000
Bamako,12.65,-8,Mali,MLI,1494000
Conakry,9.5315,-13.6802,Guinea,GIN,1494000
Columbus,39.9859,-82.9852,United States,USA,1495146
Liuzhou,24.28,109.25,China,CHN,1497000
Ganzhou,25.92,114.95,China,CHN,1500000
Florence,43.78,11.25,Italy,ITA,1500000
Niteroi,-22.9,-43.1,Brazil,BRA,1500513
Gujranwala,32.1604,74.185,Pakistan,PAK,1513000
Montevideo,-34.858,-56.1711,Uruguay,URY,1513000
Kochi,10.015,76.2239,India,IND,1519000
Multan,30.2,71.455,Pakistan,PAK,1522000
Kobe,34.68,135.17,Japan,JPN,1528478
Leeds,53.83,-1.58,United Kingdom,GBR,1529000
Vishakhapatnam,17.73,83.305,India,IND,1529000
Toluca,19.3304,-99.67,Mexico,MEX,1531000
Perth,-31.955,115.84,Australia,AUS,1532000
Luzhou,28.88,105.38,China,CHN,1537000
Xinyang,32.1304,114.07,China,CHN,1541000
Indianapolis,39.7771,-86.1458,United States,USA,1550488
Santiago,19.5,-70.67,Dominican Republic,DOM,1550753
Tijuana,32.5,-117.08,Mexico,MEX,1553000
Khulna,22.84,89.56,Bangladesh,BGD,1553000
Weifang,36.7204,119.1001,China,CHN,1553000
Xiantao,30.3704,113.44,China,CHN,1556000
Harare,-17.8178,31.0447,Zimbabwe,ZWE,1572000
Abuja,9.0833,7.5333,Nigeria,NGA,1576000
Kalyan,19.2502,73.1602,India,IND,1576614
La Paz,-16.498,-68.15,Bolivia,BOL,1590000
Zhanjiang,21.2,110.38,China,CHN,1590000
Kansas City,39.1239,-94.5541,United States,USA,1590762
Agra,27.1704,78.015,India,IND,1592000
Shantou,23.37,116.67,China,CHN,1601000
Yaounde,3.8667,11.5167,Cameroon,CMR,1611000
Isfahan,32.7,51.7,Iran,IRN,1628000
Taian,36.2,117.1201,China,CHN,1629000
Handan,36.58,114.48,China,CHN,1631000
Zhongli,24.965,121.2168,Taiwan,TWN,1632616
Austin,30.3038,-97.7545,United States,USA,1633847
Cincinnati,39.1412,-84.506,United States,USA,1634573
Anshan,41.115,122.94,China,CHN,1639000
Qiqihar,47.345,123.99,China,CHN,1641000
Manhattan,40.7834,-73.9662,United States,USA,1643734
Kumasi,6.69,-1.63,Ghana,GHA,1646000
Ludhiana,30.9278,75.8723,India,IND,1649000
Suzhou,31.3005,120.62,China,CHN,1650000
Turin,45.0704,7.67,Italy,ITA,1652000
Budapest,47.5,19.0833,Hungary,HUN,1679000
Wanzhou,30.82,108.4,China,CHN,1680000
Luan,31.7503,116.48,China,CHN,1690000
Daqing,46.58,125,China,CHN,1693000
Coimbatore,11,76.95,India,IND,1696000
Antananarivo,-18.9166,47.5166,Madagascar,MDG,1697000
Quito,-0.215,-78.5001,Ecuador,ECU,1701000
Vitoria,-20.324,-40.366,Brazil,BRA,1704000
Rabat,34.0253,-6.8361,Morocco,MAR,1705000
Warsaw,52.25,21,Poland,POL,1707000
Jianmen,30.6501,113.16,China,CHN,1708000
Santos,-23.9537,-46.3329,Brazil,BRA,1709000
Luoyang,34.68,112.4701,China,CHN,1715000
Pittsburgh,40.4396,-79.9763,United States,USA,1722206
Hohhot,40.82,111.66,China,CHN,1726000
Bhopal,23.25,77.41,India,IND,1727000
Cleveland,41.4766,-81.6805,United States,USA,1731637
Essen,51.45,7.0166,Germany,DEU,1742135
Brussels,50.8333,4.3333,Belgium,BEL,1743000
Wuxi,31.58,120.3,China,CHN,1749000
Palembang,-2.98,104.75,Indonesia,IDN,1749000
Manaus,-3.1,-60,Brazil,BRA,1753000
Shangqiu,34.4504,115.65,China,CHN,1753000
Vadodara,22.31,73.18,India,IND,1756000
Hamburg,53.55,10,Germany,DEU,1757000
Orlando,28.4801,-81.3448,United States,USA,1757288
Valencia,10.23,-67.98,Venezuela,VEN,1770000
Shuyang,34.1299,118.7734,China,CHN,1770000
Barranquilla,10.96,-74.8,Colombia,COL,1798000
San Jose,37.302,-121.8488,United States,USA,1804359
Minsk,53.9,27.5666,Belarus,BLR,1805000
Kyoto,35.03,135.75,Japan,JPN,1805000
Sacramento,38.5666,-121.4683,United States,USA,1830061
Beirut,33.872,35.5097,Lebanon,LBN,1846000
Rawalpindi,33.6,73.04,Pakistan,PAK,1858000
Brisbane,-27.455,153.0351,Australia,AUS,1860000
Saidu,34.75,72.35,Pakistan,PAK,1860310
Asuncion,-25.2964,-57.6415,Paraguay,PRY,1870000
Datong,40.08,113.3,China,CHN,1873000
Tainan,23,120.2,Taiwan,TWN,1876312
Tangshan,39.6243,118.1944,China,CHN,1879000
Douala,4.0604,9.71,Cameroon,CMR,1906000
Ningbo,29.88,121.55,China,CHN,1923000
Bucharest,44.4334,26.0999,Romania,ROU,1942000
Nanyang,33.0004,112.53,China,CHN,1944000
Suzhou,33.6361,116.9789,China,CHN,1964000
Haiphong,20.83,106.6801,Vietnam,VNM,1969000
San Antonio,29.4722,-98.5247,United States,USA,1976787
Port-au-Prince,18.541,-72.336,Haiti,HTI,1998000
Sanaa,15.3547,44.2066,Yemen,YEM,2008000
Goiania,-16.72,-49.3,Brazil,BRA,2022000
Indore,22.7151,75.865,India,IND,2026000
Portland,45.5372,-122.65,United States,USA,2027629
Hefei,31.85,117.28,China,CHN,2035000
Baotou,40.6522,109.822,China,CHN,2036000
Las Vegas,36.2288,-115.2603,United States,USA,2044731
Hiroshima,34.3878,132.4429,Japan,JPN,2045000
Haikou,20.05,110.32,China,CHN,2046189
Ad Damman,26.4282,50.0997,Saudi Arabia,SAU,2054710
Kuwait,29.3697,47.9783,Kuwait,KWT,2063000
Riverside,33.9382,-117.3949,United States,USA,2065627
Maracaibo,10.73,-71.66,Venezuela,VEN,2072000
Linyi,35.08,118.33,China,CHN,2082000
Xuzhou,34.28,117.18,China,CHN,2091000
Saint Louis,38.6358,-90.2451,United States,USA,2096990
Santa Cruz,-17.7539,-63.226,Bolivia,BOL,2102998
Medan,3.58,98.65,Indonesia,IDN,2115000
Yantai,37.5304,121.4,China,CHN,2116000
Accra,5.55,-0.2167,Ghana,GHA,2121000
Baku,40.3953,49.8622,Azerbaijan,AZE,2122300
Zaozhuang,34.88,117.57,China,CHN,2145000
Urumqi,43.805,87.575,China,CHN,2151000
Santo Domingo,18.4701,-69.9001,Dominican Republic,DOM,2154000
Patna,25.625,85.13,India,IND,2158000
Belem,-1.45,-48.48,Brazil,BRA,2167000
Nanning,22.82,108.32,China,CHN,2167000
Nanchong,30.7804,106.13,China,CHN,2174000
Havana,23.132,-82.3642,Cuba,CUB,2174000
Baltimore,39.3051,-76.6144,United States,USA,2181206
Tashkent,41.3117,69.2949,Uzbekistan,UZB,2184000
Tripoli,32.8925,13.18,Libya,LBY,2189000
Puebla,19.05,-98.2,Mexico,MEX,2195000
Manchester,53.5004,-2.248,United Kingdom,GBR,2230000
Naples,40.84,14.245,Italy,ITA,2250000
Sendai,38.2871,141.0217,Japan,JPN,2250000
Cali,3.4,-76.5,Colombia,COL,2254000
Birmingham,52.475,-1.92,United Kingdom,GBR,2285000
Vancouver,49.2734,-123.1216,Canada,CAN,2313328
Queens,40.7498,-73.7976,United States,USA,2333054
Nanchang,28.68,115.88,China,CHN,2350000
Wenzhou,28.02,120.6501,China,CHN,2350000
Mannheim,49.5004,8.47,Germany,DEU,2362000
Bekasi,-6.2173,106.9723,Indonesia,IDN,2378211
Bandung,-6.95,107.57,Indonesia,IDN,2394000
Omdurman,15.6167,32.48,Sudan,SDN,2395159
Jilin,43.85,126.55,China,CHN,2396000
Vienna,48.2,16.3666,Austria,AUT,2400000
Tunis,36.8028,10.1797,Tunisia,TUN,2412500
Shijianzhuang,38.05,114.48,China,CHN,2417000
Jinxi,40.7503,120.83,China,CHN,2426000
Nagpur,21.17,79.09,India,IND,2454000
Daegu,35.8668,128.607,"Korea, South",KOR,2460000
Damascus,33.5,36.3,Syria,SYR,2466000
Mashhad,36.27,59.57,Iran,IRN,2469000
George Town,5.4136,100.3294,Malaysia,MYS,2500000
Guayaquil,-2.22,-79.92,Ecuador,ECU,2514000
Xiamen,24.45,118.08,China,CHN,2519000
Sapporo,43.075,141.34,Japan,JPN,2544000
Incheon,37.4761,126.6422,"Korea, South",KOR,2550000
Lanzhou,36.056,103.792,China,CHN,2561000
Xiangtan,27.8504,112.9,China,CHN,2586948
Izmir,38.4361,27.1518,Turkey,TUR,2587000
Dakar,14.7158,-17.4731,Senegal,SEN,2604000
Changsha,28.2,112.97,China,CHN,2604000
Fuzhou,26.08,119.3,China,CHN,2606000
Faisalabad,31.41,73.11,Pakistan,PAK,2617000
Ibadan,7.38,3.93,Nigeria,NGA,2628000
Brooklyn,40.6501,-73.9496,United States,USA,2629150
Taichung,24.1521,120.6817,Taiwan,TWN,2629323
Zhengzhou,34.755,113.6651,China,CHN,2636000
El Giza,30.01,31.19,Egypt,EGY,2681863
Lucknow,26.855,80.915,India,IND,2695000
Kiev,50.4334,30.5166,Ukraine,UKR,2709000
Durban,-29.865,30.98,South Africa,ZAF,2729000
Aleppo,36.23,37.17,Syria,SYR,2738000
Denver,39.7621,-104.8759,United States,USA,2741534
Tampa,27.9937,-82.4454,United States,USA,2744107
Katowice,50.2604,19.02,Poland,POL,2746000
Quezon City,14.6504,121.03,Philippines,PHL,2761720
Kaohsiung,22.6333,120.2666,Taiwan,TWN,2769072
Campinas,-22.9,-47.1,Brazil,BRA,2791000
Fukuoka,33.595,130.41,Japan,JPN,2792000
Jinan,36.675,116.995,China,CHN,2798000
Lisbon,38.7227,-9.1449,Portugal,PRT,2812000
Surabaya,-7.2492,112.7508,Indonesia,IDN,2845000
Qingdao,36.09,120.33,China,CHN,2866000
Minneapolis,44.9635,-93.2679,United States,USA,2866604
Frankfurt,50.1,8.675,Germany,DEU,2895000
Taiyuan,37.875,112.5451,China,CHN,2913000
Jaipur,26.9211,75.81,India,IND,2917000
Dar es Salaam,-6.8,39.2683,Tanzania,TZA,2930000
Kunming,25.07,102.68,China,CHN,2931000
Stuttgart,48.78,9.2,Germany,DEU,2944700
Milan,45.47,9.205,Italy,ITA,2945000
Caracas,10.501,-66.917,Venezuela,VEN,2985000
Benoni,-26.1496,28.3299,South Africa,ZAF,2986000
Hangzhou,30.25,120.17,China,CHN,3007000
Nairobi,-1.2833,36.8167,Kenya,KEN,3010000
Jeddah,21.5169,39.2192,Saudi Arabia,SAU,3012000
Zibo,36.8,118.05,China,CHN,3061000
Curitiba,-25.42,-49.32,Brazil,BRA,3084000
Addis Ababa,9.0333,38.7,Ethiopia,ETH,3100000
Tel Aviv-Yafo,32.08,34.77,Israel,ISR,3112000
Kano,12,8.52,Nigeria,NGA,3140000
Kanpur,26.46,80.32,India,IND,3162000
Dalian,38.9228,121.6298,China,CHN,3167000
Casablanca,33.6,-7.6164,Morocco,MAR,3181000
